_c0	visit_type	exam_type	year_time	month_time	_c5
检查日期分布	急诊	X线	2006	3	5
检查日期分布	急诊	X线	2006	4	2
检查日期分布	急诊	X线	2006	6	5
检查日期分布	急诊	X线	2006	7	5
检查日期分布	急诊	X线	2006	8	4
检查日期分布	急诊	X线	2006	9	2
检查日期分布	急诊	X线	2006	10	6
检查日期分布	急诊	X线	2006	11	1
检查日期分布	急诊	X线	2006	12	4
检查日期分布	急诊	X线	2007	1	13
检查日期分布	急诊	X线	2007	2	2
检查日期分布	急诊	X线	2007	3	2
检查日期分布	急诊	X线	2007	4	3
检查日期分布	急诊	X线	2007	5	6
检查日期分布	急诊	X线	2007	6	1
检查日期分布	急诊	X线	2007	7	5
检查日期分布	急诊	X线	2007	8	3
检查日期分布	急诊	X线	2007	9	4
检查日期分布	急诊	X线	2007	10	5
检查日期分布	急诊	X线	2007	11	7
检查日期分布	急诊	X线	2007	12	10
检查日期分布	急诊	X线	2008	1	6
检查日期分布	急诊	X线	2008	2	5
检查日期分布	急诊	X线	2008	3	5
检查日期分布	急诊	X线	2008	4	1
检查日期分布	急诊	X线	2008	5	4
检查日期分布	急诊	X线	2008	6	4
检查日期分布	急诊	X线	2008	7	8
检查日期分布	急诊	X线	2009	8	1
检查日期分布	急诊	X线	2013	8	3
检查日期分布	急诊	X线	2013	10	5
检查日期分布	急诊	X线	2013	11	4
检查日期分布	急诊	X线	2013	12	4
检查日期分布	急诊	X线	2014	1	7
检查日期分布	急诊	X线	2014	2	4
检查日期分布	急诊	X线	2014	3	5
检查日期分布	急诊	X线	2014	4	1
检查日期分布	急诊	X线	2014	5	1
检查日期分布	急诊	X线	2014	6	5
检查日期分布	急诊	X线	2014	7	2
检查日期分布	急诊	X线	2014	8	4
检查日期分布	急诊	X线	2014	9	3
检查日期分布	急诊	X线	2014	10	8
检查日期分布	急诊	X线	2014	11	2
检查日期分布	急诊	X线	2014	12	6
检查日期分布	急诊	X线	2015	1	3
检查日期分布	急诊	X线	2015	2	6
检查日期分布	急诊	X线	2015	3	5
检查日期分布	急诊	X线	2015	4	3
检查日期分布	急诊	X线	2015	5	5
检查日期分布	急诊	X线	2015	6	10
检查日期分布	急诊	X线	2015	7	5
检查日期分布	急诊	X线	2015	8	5
检查日期分布	急诊	X线	2015	9	10
检查日期分布	急诊	X线	2015	10	6
检查日期分布	急诊	X线	2015	11	6
检查日期分布	急诊	X线	2015	12	9
检查日期分布	急诊	X线	2016	1	11
检查日期分布	急诊	X线	2016	2	8
检查日期分布	急诊	X线	2016	3	8
检查日期分布	急诊	X线	2016	4	12
检查日期分布	急诊	X线	2016	5	12
检查日期分布	急诊	X线	2016	6	17
检查日期分布	急诊	X线	2016	7	30
检查日期分布	急诊	X线	2016	8	8
检查日期分布	急诊	X线	2016	9	17
检查日期分布	急诊	X线	2016	10	15
检查日期分布	急诊	X线	2016	11	14
检查日期分布	急诊	X线	2016	12	18
检查日期分布	急诊	X线	2017	1	9
检查日期分布	急诊	X线	2017	2	18
检查日期分布	急诊	X线	2017	3	13
检查日期分布	急诊	X线	2017	4	8
检查日期分布	急诊	X线	2017	5	12
检查日期分布	急诊	X线	2017	6	14
检查日期分布	急诊	X线	2017	7	21
检查日期分布	急诊	X线	2017	8	15
检查日期分布	急诊	X线	2017	9	13
检查日期分布	急诊	X线	2017	10	13
检查日期分布	急诊	X线	2017	11	8
检查日期分布	急诊	X线	2017	12	14
检查日期分布	急诊	X线	2018	1	5
检查日期分布	急诊	X线	2018	2	15
检查日期分布	急诊	X线	2018	3	8
检查日期分布	急诊	X线	2018	4	11
检查日期分布	急诊	X线	2018	5	16
检查日期分布	急诊	X线	2018	6	9
检查日期分布	急诊	心电	NULL	NULL	20
检查日期分布	急诊	心电	2006	3	1
检查日期分布	急诊	心电	2006	5	1
检查日期分布	急诊	心电	2006	7	2
检查日期分布	急诊	心电	2006	10	3
检查日期分布	急诊	心电	2006	11	1
检查日期分布	急诊	心电	2007	1	1
检查日期分布	急诊	心电	2007	5	4
检查日期分布	急诊	心电	2007	7	2
检查日期分布	急诊	心电	2007	10	2
检查日期分布	急诊	心电	2007	11	1
检查日期分布	急诊	心电	2007	12	3
检查日期分布	急诊	心电	2008	1	2
检查日期分布	急诊	心电	2008	3	1
检查日期分布	急诊	心电	2008	4	5
检查日期分布	急诊	心电	2008	5	5
检查日期分布	急诊	心电	2008	6	3
检查日期分布	急诊	心电	2008	7	2
检查日期分布	急诊	心电	2008	8	5
检查日期分布	急诊	心电	2008	9	3
检查日期分布	急诊	心电	2008	10	4
检查日期分布	急诊	心电	2008	11	4
检查日期分布	急诊	心电	2008	12	12
检查日期分布	急诊	心电	2009	1	5
检查日期分布	急诊	心电	2009	2	6
检查日期分布	急诊	心电	2009	3	3
检查日期分布	急诊	心电	2009	4	4
检查日期分布	急诊	心电	2009	5	8
检查日期分布	急诊	心电	2009	6	9
检查日期分布	急诊	心电	2009	7	10
检查日期分布	急诊	心电	2009	8	4
检查日期分布	急诊	心电	2009	9	3
检查日期分布	急诊	心电	2009	10	4
检查日期分布	急诊	心电	2009	11	1
检查日期分布	急诊	心电	2009	12	2
检查日期分布	急诊	心电	2010	1	6
检查日期分布	急诊	心电	2010	2	6
检查日期分布	急诊	心电	2010	3	3
检查日期分布	急诊	心电	2010	4	5
检查日期分布	急诊	心电	2010	5	4
检查日期分布	急诊	心电	2010	6	6
检查日期分布	急诊	心电	2010	7	4
检查日期分布	急诊	心电	2010	8	3
检查日期分布	急诊	心电	2010	9	5
检查日期分布	急诊	心电	2010	10	7
检查日期分布	急诊	心电	2010	11	1
检查日期分布	急诊	心电	2010	12	4
检查日期分布	急诊	心电	2011	1	4
检查日期分布	急诊	心电	2011	2	6
检查日期分布	急诊	心电	2011	3	7
检查日期分布	急诊	心电	2011	4	5
检查日期分布	急诊	心电	2011	5	7
检查日期分布	急诊	心电	2011	6	2
检查日期分布	急诊	心电	2011	7	3
检查日期分布	急诊	心电	2011	8	6
检查日期分布	急诊	心电	2011	9	2
检查日期分布	急诊	心电	2011	10	5
检查日期分布	急诊	心电	2011	11	2
检查日期分布	急诊	心电	2011	12	8
检查日期分布	急诊	心电	2012	2	10
检查日期分布	急诊	心电	2012	3	13
检查日期分布	急诊	心电	2012	4	7
检查日期分布	急诊	心电	2012	5	7
检查日期分布	急诊	心电	2012	6	4
检查日期分布	急诊	心电	2012	7	6
检查日期分布	急诊	心电	2012	8	8
检查日期分布	急诊	心电	2012	9	6
检查日期分布	急诊	心电	2012	10	5
检查日期分布	急诊	心电	2012	11	9
